Word,Lemmatized Noun,Lemmatized Adjective,Tag
child,child,child,n
jesus,jesus,jesus,n
miracle,miracle,miracle,n
life,life,life,n
conceive,conceive,conceive,a
moon,moon,moon,n
safety,safety,safety,n
night,night,night,n
let,let,let,n
ne,ne,ne,a
raindrops,raindrop,raindrops,n
hearts,heart,hearts,n
unborn,unborn,unborn,a
infants,infant,infants,n
cradle,cradle,cradle,n
jesus,jesus,jesus,n
uncle,uncle,uncle,n
painter,painter,painter,n
uncle,uncle,uncle,a
charge,charge,charge,n
army,army,army,n
personnel,personnel,personnel,n
shiraz,shiraz,shiraz,a
cer,cer,cer,n
room,room,room,n
desk,desk,desk,a
note,note,note,n
inuential,inuential,inuential,a
superior,superior,superior,a
meet,meet,meet,a
maternal,maternal,maternal,a
uncle,uncle,uncle,n
painter,painter,painter,n
elegant,elegant,elegant,a
military,military,military,a
uniform,uniform,uniform,n
unimpressed,unimpressed,unimpressed,a
corrupt,corrupt,corrupt,a
power,power,power,n
master,master,master,n
light,light,light,n
bright,bright,bright,a
days,day,days,n
death,death,death,n
know,know,know,n
time,time,time,n
stationed,stationed,stationed,a
military,military,military,a
service,service,service,n
case,case,case,n
unreal,unreal,unreal,a
country,country,country,n
place,place,place,n
fantasy,fantasy,fantasy,a
matter,matter,matter,n
live,live,live,a
star,star,star,n
smile,smile,smile,a
way,way,way,n
clear,clear,clear,a
nassrin,nassrin,nassrin,n
feels,feel,feels,n
act,act,act,n
betrayal,betrayal,betrayal,a
family,family,family,n
religious,religious,religious,a
conviction,conviction,conviction,n
person,person,person,n
math,math,math,n
science,science,science,n
able,able,able,a
di,di,di,n
erentiate,erentiate,erentiate,n
dishes,dish,dishes,n
lumps,lump,lumps,a
term,term,term,n
french,french,french,a
food,food,food,n
example,example,example,n
nassrin,nassrin,nassrin,n
sexual,sexual,sexual,a
repression,repression,repression,n
tells,tell,tells,n
group,group,group,n
wishes,wish,wishes,n
commit,commit,commit,n
adultery,adultery,adultery,n
something,something,something,n
father,father,father,a
family,family,family,n
dad,dad,dad,a
grandma,grandma,grandma,n
aunt,aunt,aunt,n
girl,girl,girl,n
nassrin,nassrin,nassrin,a
situation,situation,situation,n
use,use,use,n
man,man,man,n
sisters,sister,sisters,n
chador,chador,chador,a
case,case,case,n
term,term,term,n
times,time,times,n
muslim,muslim,muslim,a
scripture,scripture,scripture,n
clear,clear,clear,a
statement,statement,statement,n
particular,particular,particular,a
case,case,case,n
occasion,occasion,occasion,n
speak,speak,speak,n
large,large,large,a
family,family,family,n
relatives,relative,relatives,n
passionate,passionate,passionate,a
discussion,discussion,discussion,n
recent,recent,recent,a
death,death,death,n
dear,dear,dear,n
member,member,member,n
shiraz,shiraz,shiraz,n
baha,baha,baha,n
community,community,community,n
religion,religion,religion,n
views,view,views,n
natural,natural,natural,a
nal,nal,nal,a
state,state,state,n
islam,islam,islam,a
day,day,day,n
confusion,confusion,confusion,n
smile,smile,smile,a
bent,bent,bent,n
er,er,er,n
piece,piece,piece,n
peach,peach,peach,n
large,large,large,a
god,god,god,n
think,think,think,n
understood,understood,understood,n
joke,joke,joke,n
time,time,time,n
older,older,old,a
poets,poet,poets,n
uncle,uncle,uncle,a
left,left,left,a
men,men,men,n
type,type,type,a
level,level,level,n
supremacy,supremacy,supremacy,n
male,male,male,a
family,family,family,n
members,member,members,n
teachers,teacher,teachers,n
cousins,cousin,cousins,n
neighbors,neighbor,neighbors,n
colleagues,colleague,colleagues,n
invisible,invisible,invisible,a
unimaginable,unimaginable,unimaginable,a
point,point,point,n
reader,reader,reader,n
ask,ask,ask,a
chapter,chapter,chapter,n
brief,brief,brief,a
counter,counter,counter,a
orientalist,orientalist,orientalist,n
narration,narration,narration,n
decent,decent,decent,n
iranian,iranian,iranian,a
manhood,manhood,manhood,n
uncle,uncle,uncle,a
group,group,group,n
christian,christian,christian,a
warriors,warrior,warriors,n
salvation,salvation,salvation,n
recovering,recovering,recovering,n
parts,part,parts,n
christ,christ,christ,a
christ,christ,christ,n
war,war,war,n
life,life,life,n
saracens,saracen,saracens,n
good,good,good,a
deal,deal,deal,n
horror,horror,horror,n
stories,story,stories,n
destruction,destruction,destruction,n
crusaders,crusader,crusaders,n
young,young,young,a
boys,boy,boys,n
stake,stake,stake,n
read,read,read,n
reports,report,reports,n
journalists,journalist,journalists,n
line,line,line,n
next,next,next,a
day,day,day,n
bodies,body,bodies,n
warm,warm,warm,a
khan,khan,khan,n
emissaries,emissary,emissaries,n
court,court,court,n
shah,shah,shah,n
king,king,king,n
territories,territory,territories,n
today,today,today,n
northern,northern,northern,a
central,central,central,a
iran,iran,iran,n
shock,shock,shock,n
midst,midst,midst,n
turbulence,turbulence,turbulence,n
good,good,good,a
deal,deal,deal,n
religious,religious,religious,a
di,di,di,a
erence,erence,erence,n
attar,attar,attar,n
non,non,non,n
muslims,muslim,muslims,n
people,people,people,n
certain,certain,certain,a
obscure,obscure,obscure,a
temple,temple,temple,n
anatolia,anatolia,anatolia,n
display,display,display,n
kindness,kindness,kindness,n
antagonistic,antagonistic,antagonistic,a
situation,situation,situation,n
someone,someone,someone,n
present,present,present,a
smile,smile,smile,a
compliment,compliment,compliment,n
prophets,prophet,prophets,n
order,order,order,n
connect,connect,connect,n
muslims,muslim,muslims,n
share,share,share,n
openness,openness,openness,a
clarity,clarity,clarity,n
vision,vision,vision,n
attar,attar,attar,n
display,display,display,n
birds,bird,birds,n
story,story,story,n
metaphor,metaphor,metaphor,n
truth,truth,truth,n
god,god,god,n
truth,truth,truth,n
journey,journey,journey,n
life,life,life,n
smallest,smallest,small,a
moments,moment,moments,n
manifestation,manifestation,manifestation,n
reward,reward,reward,a
scientists,scientist,scientists,n
theoretical,theoretical,theoretical,a
foundation,foundation,foundation,n
building,building,building,n
things,thing,things,n
engineers,engineer,engineers,n
theories,theory,theories,n
actual,actual,actual,a
tools,tool,tools,n
business,business,business,n
specialists,specialist,specialists,n
terms,term,terms,n
power,power,power,n
open,open,open,a
unravel,unravel,unravel,a
demystify,demystify,demystify,n
credible,credible,credible,a
academics,academic,academics,n
aloof,aloof,aloof,a
subject,subject,subject,a
interested,interested,interested,a
divine,divine,divine,n
express,express,express,a
agreement,agreement,agreement,n
death,death,death,n
current,current,current,a
state,state,state,n
societies,society,societies,n
treasures,treasure,treasures,n
religious,religious,religious,a
fanaticism,fanaticism,fanaticism,n
playful,playful,playful,a
quality,quality,quality,n
words,word,words,n
power,power,power,n
language,language,language,n
astonish,astonish,astonish,a
book,book,book,n
hafez,hafez,hafez,a
attar,attar,attar,n
case,case,case,n
mournful,mournful,mournful,a
announcement,announcement,announcement,n
death,death,death,n
persian,persian,persian,a
literature,literature,literature,n
end,end,end,n
story,story,story,n
aware,aware,aware,a
group,group,group,n
vulnerable,vulnerable,vulnerable,a
new,new,new,a
orientalist,orientalist,orientalist,n
declaration,declaration,declaration,n
death,death,death,n
culture,culture,culture,n
literature,literature,literature,n
contemporary,contemporary,contemporary,a
iran,iran,iran,a
impact,impact,impact,n
powerful,powerful,powerful,a
narrative,narrative,narrative,a
sense,sense,sense,n
shame,shame,shame,n
guilt,guilt,guilt,n
brief,brief,brief,a
social,social,social,a
encounters,encounter,encounters,n
mere,mere,mere,a
inch,inch,inch,n
accomplices,accomplice,accomplices,n
crimes,crime,crimes,n
humanity,humanity,humanity,a
members,member,members,n
iranian,iranian,iranian,a
american,american,american,a
immigrant,immigrant,immigrant,n
community,community,community,n
united,united,united,a
states,state,states,n
sure,sure,sure,a
place,place,place,n
modern,modern,modern,a
selves,self,selves,n
part,part,part,n
impressive,impressive,impressive,a
part,part,part,n
shameful,shameful,shameful,a
cultural,cultural,cultural,a
heritage,heritage,heritage,n
prayer,prayer,prayer,a
rug,rug,rug,n
uncontested,uncontested,uncontested,a
power,power,power,n
limit,limit,limit,n
theory,theory,theory,n
binary,binary,binary,a
opposition,opposition,opposition,n
ghazali,ghazali,ghazali,a
authority,authority,authority,a
subjects,subject,subjects,n
prestigious,prestigious,prestigious,a
university,university,university,n
time,time,time,n
nizamieh,nizamieh,nizamieh,a
baghdad,baghdad,baghdad,n
unlikely,unlikely,unlikely,a
event,event,event,n
ort,ort,ort,n
understood,understood,understood,n
ghazali,ghazali,ghazali,n
suspect,suspect,suspect,a
consider,consider,consider,n
great,great,great,a
theologian,theologian,theologian,a
exception,exception,exception,n
theory,theory,theory,n
ghazali,ghazali,ghazali,a
places,place,places,n
power,power,power,n
human,human,human,a
rationality,rationality,rationality,n
divine,divine,divine,n
power,power,power,n
misunderstanding,misunderstanding,misunderstanding,n
forces,force,forces,n
hierarchical,hierarchical,hierarchical,a
relationship,relationship,relationship,n
interpretation,interpretation,interpretation,n
fact,fact,fact,n
radical,radical,radical,a
conclusion,conclusion,conclusion,n
aql,aql,aql,n
concerned,concerned,concerned,a
uncle,uncle,uncle,a
painter,painter,painter,n
authority,authority,authority,n
fault,fault,fault,a
things,thing,things,n
presence,presence,presence,n
necessary,necessary,necessary,a
interesting,interesting,interesting,a
question,question,question,n
sus,sus,sus,n
ishq,ishq,ishq,n
complete,complete,complete,a
supremacy,supremacy,supremacy,n
building,building,building,n
blocks,block,blocks,n
erect,erect,erect,a
edice,edice,edice,n
qur,qur,qur,n
anic,anic,anic,a
edicts,edict,edicts,n
qur,qur,qur,a
declares,declares,declares,n
preeternity,preeternity,preeternity,n
seed,seed,seed,n
adam,adam,adam,n
core,core,core,n
essence,essence,essence,n
beings,being,beings,n
lord,lord,lord,a
muslim,muslim,muslim,a
scripture,scripture,scripture,n
state,state,state,n
preexistential,preexistential,preexistential,a
existence,existence,existence,n
sus,sus,sus,a
label,label,label,n
brief,brief,brief,n
exchange,exchange,exchange,n
covenant,covenant,covenant,n
sin,sin,sin,n
obedience,obedience,obedience,n
punishment,punishment,punishment,n
sojourners,sojourner,sojourners,n
peace,peace,peace,n
justice,justice,justice,n
others,others,others,n
true,true,true,a
culty,culty,culty,n
lies,lie,lies,n
piece,piece,piece,n
emerald,emerald,emerald,a
ishq,ishq,ishq,n
handy,handy,handy,a
deter,deter,deter,n
dragon,dragon,dragon,n
doubt,doubt,doubt,n
ishq,ishq,ishq,n
uncle,uncle,uncle,n
grave,grave,grave,n
powers,power,powers,n
glory,glory,glory,n
high,high,high,a
ranking,ranking,ranking,a
position,position,position,n
authorities,authority,authorities,n
direction,direction,direction,n
sporadic,sporadic,sporadic,a
confrontations,confrontation,confrontations,n
shah,shah,shah,n
forces,force,forces,n
secret,secret,secret,a
police,police,police,n
participants,participant,participants,n
struggle,struggle,struggle,n
jailed,jailed,jailed,a
attempts,attempt,attempts,n
alleviate,alleviate,alleviate,a
discontent,discontent,discontent,n
minor,minor,minor,a
political,political,political,a
reform,reform,reform,n
system,system,system,n
uncle,uncle,uncle,a
wife,wife,wife,n
tehran,tehran,tehran,a
daughter,daughter,daughter,n
son,son,son,n
live,live,live,a
families,family,families,n
prophetic,prophetic,prophetic,a
attribution,attribution,attribution,n
stretch,stretch,stretch,n
imagination,imagination,imagination,n
express,express,express,a
admiration,admiration,admiration,n
gratitude,gratitude,gratitude,n
climbs,climb,climbs,n
window,window,window,n
thief,thief,thief,n
works,work,works,n
feminist,feminist,feminist,a
conscious,conscious,conscious,a
enunciations,enunciation,enunciations,n
post,post,post,n
revolutionary,revolutionary,revolutionary,a
period,period,period,n
response,response,response,n
limitations,limitation,limitations,n
women,woman,women,n
state,state,state,n
ideology,ideology,ideology,n
list,list,list,a
prominent,prominent,prominent,a
women,woman,women,n
writers,writer,writers,n
behbahani,behbahani,behbahani,a
danishvar,danishvar,danishvar,n
limitations,limitation,limitations,n
unmistakable,unmistakable,unmistakable,a
voices,voice,voices,n
lush,lush,lush,a
imaginations,imagination,imaginations,n
energy,energy,energy,n
blurb,blurb,blurb,n
parsipur,parsipur,parsipur,n
limitations,limitation,limitations,n
women,woman,women,n
state,state,state,n
ideology,ideology,ideology,n
signicance,signicance,signicance,n
literary,literary,literary,a
contributions,contribution,contributions,n
transcends,transcends,transcends,n
kind,kind,kind,n
girl,girl,girl,n
biggest,biggest,big,a
trial,trial,trial,n
women,woman,women,n
world,world,world,n
everyone,everyone,everyone,n
biggest,biggest,big,a
trial,trial,trial,n
remain,remain,remain,n
midst,midst,midst,a
confusion,confusion,confusion,n
chaos,chaos,chaos,n
women,woman,women,n
men,men,men,n
protagonists,protagonist,protagonists,n
answered,answered,answered,a
question,question,question,n
share,share,share,n
women,woman,women,n
world,world,world,n
great,great,great,a
power,power,power,n
risks,risk,risks,n
last,last,last,a
air,air,air,n
frustration,frustration,frustration,n
sister,sister,sister,n
law,law,law,n
parvin,parvin,parvin,n
appreciative,appreciative,appreciative,a
kindness,kindness,kindness,n
faizeh,faizeh,faizeh,a
sister,sister,sister,n
law,law,law,n
virgin,virgin,virgin,a
word,word,word,n
refers,refers,refers,n
hole,hole,hole,a
case,case,case,n
ignorance,ignorance,ignorance,n
worst,worst,bad,a
problem,problem,problem,n
hole,hole,hole,a
authority,authority,authority,n
charge,charge,charge,n
god,god,god,a
men,men,men,n
streets,street,streets,n
month,month,month,n
calm,calm,calm,n
ready,ready,ready,a
pick,pick,pick,a
life,life,life,n
faizeh,faizeh,faizeh,a
body,body,body,n
crime,crime,crime,n
cooperation,cooperation,cooperation,n
murder,murder,murder,n
produce,produce,produce,n
outcome,outcome,outcome,a
story,story,story,n
faizeh,faizeh,faizeh,n
news,news,news,n
amir,amir,amir,n
marriage,marriage,marriage,n
woman,woman,woman,n
munis,munis,munis,n
returns,return,returns,n
second,second,second,a
death,death,death,n
stronger,stronger,strong,a
thing,thing,thing,n
tells,tell,tells,n
round,round,round,n
face,face,face,n
stupid,stupid,stupid,a
second,second,second,a
faizeh,faizeh,faizeh,n
live,live,live,a
sister,sister,sister,n
law,law,law,n
parvin,parvin,parvin,n
cook,cook,cook,n
visits,visit,visits,n
iran,iran,iran,a
time,time,time,n
time,time,time,n
last,last,last,a
years,year,years,n
world,world,world,n
war,war,war,n
ii,ii,ii,a
wife,wife,wife,n
boys,boy,boys,n
war,war,war,n
fakhr,fakhr,fakhr,a
al,al,al,a
din,din,din,n
wife,wife,wife,n
children,child,children,n
returns,return,returns,n
united,united,united,a
states,state,states,n
faulty,faulty,faulty,n
foundation,foundation,foundation,n
number,number,number,n
assumptions,assumption,assumptions,n
time,time,time,n
book,book,book,n
judges,judge,judges,n
current,current,current,a
state,state,state,n
persian,persian,persian,a
novel,novel,novel,n
examine,examine,examine,n
poor,poor,poor,a
considers,considers,considers,n
literary,literary,literary,a
implication,implication,implication,n
reality,reality,reality,n
persian,persian,persian,a
society,society,society,n
place,place,place,n
perception,perception,perception,n
democratic,democratic,democratic,a
